English Word,IPA Pronunciation,German Translation,Gender,Word Type,Domains,Examples,Synonyms
Absatzprognose,ˈapzˌatspɾɔɡnˌoːzə,sales forecast,,,econ.,0,
Absatzflaute,ˈapzˌatsflaʊtə,flagging sales,,,econ.,0,Absatzrückgang
Absatzrückgang,ˈapzˌatsrykɡˌaŋ,decline in sales,,,econ.,0,
Absatzschwierigkeiten,ˈapzˌatsʃviːrˌɪçkaɪtən,"sales problems, marketing difficulties",,,econ.,0,
Absatzsetzung,ˈapzˌatszɛtsˌʊŋ,paragraphing,,,"comp., print",0,
Absatzsteigerung,ˈapzatsstˌaɪɡərˌʊŋ,"sales increase , increase in sales",,,econ.,0,
Verkaufstendenz,fɛɾkˌaʊfstəndˈɛnts,sales trend,,,econ.,0,Absatztendenz
Verkaufsvolumen,fɛɾkˈaʊfsvoːlˌʊmən,"sales volume , sales quantity",,,econ.,0,"Absatzmenge, Absatzvolumen"
Vertriebskanal,fɛɾtɾˌiːpskanˈɑːl,"sales channel , vending channel , marketing channel , distribution channel , channel of distribution , trade channel , channel of trade",,,econ.,0,"Vertriebsweg, Absatzweg, Absatzkanal"
Absäuern,ˈapzˌɔøɜn,acid-washing,,,chem.,0,Absäuerung
Absaugkatheter,ˈapzˌaʊkkatətɜ,suction catheter,,,med.,0,
Absaugbohrung,ˈapzˌaʊɡboːrˌʊŋ,vent hole,,,techn.,0,
Absaugung,ˈapzˌaʊɡʊŋ,"suction , removal by suction",,,techn.,0,
Abschätzung von Technikfolgen,ˈapʃˌɛtsʊŋ fɔn tˈɛçnɪkfˌɔlɡən,assessment of the consequences of technology,,,"envir., soc.",0,Abschätzen von Technikfolgen
Abschätzung,ˈapʃˌɛtsʊŋ,estimate,,,math.,0,
Beseitigung,bəzˈaɪtɪɡˌʊŋ,"abolition , abolishment",,,"pol., jur.",2,Abschaffung
Aufhebung,ˈaʊfhˌeːbʊŋ,abolition,,,"hist., pol.",5,
Abschaltarbeit,ˈapʃˌaltaɾbˌaɪt,work done on breaking,,,electr.,0,
Abschalteinrichtung,ˈapʃˌaltaɪnrˌɪçtʊŋ,defeat device,,,auto,0,
Ausschaltung,ˈaʊsʃˌaltʊŋ,"cut-off , switching-off",,,electr.,0,"Abschaltung, Abschalten"
Entriegelrelais,ɛntɾˈiːɡəlrˌɛlaɪs,overflux relay,,,electr.,0,Abschalterelais
Abschaltgrenzwert,ˈapʃaltɡɾˌɛntsveːɾt,trip limit value,,,electr.,0,
Abschaltleistung,ˈapʃˌaltlaɪstˌʊŋ,interrupting rating,,,electr.,0,
Ausschaltvermögen,ˈaʊsʃˌaltfɜmˌøːɡən,"interrupting capacity , breaking capacity",,,electr.,0,"Ausschaltleistung, Abschaltleistung"
Abschaltleistung,ˈapʃˌaltlaɪstˌʊŋ,"scram power , shutdown power",,,techn.,0,
Abschaltrelais,ˈapʃˌaltɾəlˌaɪs,cut-out relay,,,electr.,0,
Abschaltthyristor,ˈapʃˌalttyːrˌɪstoːɾ,"gate-turn-off thyristor GTO,  /ɡˌeːtˌeːˈoː/",,,electr.,0,
Netztrennung,nˈɛtstɾənˌʊŋ,"de-energization   , de-energisation   , cut-out , disconnection",,,"Br., eAm., electr.",0,"Abschaltung, Aberregung"
Abschaltzeit,ˈapʃˌaltsaɪt,turnaround time,,,techn.,0,
Abschattung,ˈapʃˌatʊŋ,adumbration,,,"hist., phil.",0,
Abschaum,ˈapʃˌaʊm,"scum , dregs",,,pej.,1,
Fällbarkeit,fˈɛlbaɾkˌaɪt,separability,,,chem.,0,Abscheidbarkeit
Abscheidebehälter,ˈapʃˌaɪdeːbˌeːɛltɜ,knock-out vessel,,,techn.,0,
Abscheideeinrichtung,ˈapʃˌaɪdeːˌɪnrɪçtˌʊŋ,separation system,,,"water/steam, techn.",0,
Abscheidegefäß,ˈapʃˌaɪdeːɡˌeːfɛːs,separating vessel,,,techn.,0,Abscheideflasche
Abscheidung,ˈapʃˌaɪdʊŋ,"precipitation , separation",,,chem.,0,Abscheiden
Sichter,zˈɪçtɜ,"separator , classifier",,,techn.,0,Abscheider
Windsichter,vˈɪndzɪçtɜ,"air separator , air classifier , air elutriator",,,"chem., techn.",0,
Abscheider,ˈapʃˌaɪdɜ,anti-entrainment ball,,,techn.,0,
Abscheideverfahren,ˈapʃˌaɪdəfɛɾfˌɑːrən,separation process,,,techn.,0,
Abscheidungsgeschwindigkeit,ˈapʃˌaɪdʊŋsɡəʃvˌɪndɪçkˌaɪt,deposition rate,,,techn.,0,
Präzipitat,pɾˌɛːtsiːpiːtˈɑːt,precipitate,,,chem.,0,"Niederschlag, Fällungsprodukt, Abscheidungsstoff"
Abscherarbeit,ˈapʃˌeːraɾbˌaɪt,shearing work,,,techn.,0,
Abscherspannung,ˈapʃˌɛɾʃpanˌʊŋ,"shearing stress , shear stress",,,phys.,0,"Beanspruchung auf Abscheren, Abscherbeanspruchung"
Scherung,ʃˈeːrʊŋ,"shearing action, shearing , shear",,,techn.,0,"Abscherung, Abscheren"
Abscherfestigkeit,ˈapʃˌɛɾfɛstˌɪçkaɪt,"shearing strength , shear strength",,,techn.,0,
Abscherkupplung,ˈapʃˌɛɾkʊplˌʊŋ,shear pin clutch,,,techn.,0,
Abschermeißel für Blechenden,ˈapʃˌɛɾmaɪsəl fyːɾ blˈɛçəndən,shear pick,,,techn.,0,
Brechplatte,bɾˈɛçplatə,shear plate,,,techn.,0,Abscherplatte
Abscherbolzen,ˈapʃˌɛɾbɔltsən,"shear pin , shear bolt",,,techn.,0,Abscherstift
Abscheu,ˈapʃˌɔø,"abomination , abhorrence , detestation , loathing",,,veraltend,2,"starke Abneigung, Abscheu, Verabscheuen"
Aberwille,ˈapɛɾvˌɪlə,"abomination , abhorrence , detestation , loathing",,,"Schw., veraltend",0,"Widerwille, starke Abneigung, Abscheu"
Abschiebehaft,ˈapʃˌiːbeːˌaft,"custody pending deportation , custody with a view to deportation",,,"Dt., Ös.",1,"Ausschaffungshaft, Schubhaft"
Schubhaft,ʃˈʊphaft,"custody pending deportation , custody with a view to deportation",,,Ös.,1,"Abschiebehaft, Ausschaffungshaft"
Ausschaffungshaft,ˈaʊsʃˌafʊŋshˌaft,"custody pending deportation , custody with a view to deportation",,,Schw.,0,"Abschiebehaft, Schubhaft"
Abschiebebescheid,ˈapʃˌiːbeːbˌɛʃaɪt,deportation notice,,,"Dt., Ös.",0,Ausschaffungsentscheid
Ausschaffungsentscheid,ˈaʊsʃˌafʊŋsˌɛntʃaɪt,deportation notice,,,"adm., Schw.",0,Abschiebebescheid
Abschiebehäftling,ˈapʃˌiːbeːˌɛftlɪŋ,alien detained in custody pending deportation,,,"Dt., Ös.",0,"Schubhäftling, Ausschaffungshäftling"
Schubhäftling,ʃˈʊphɛftlˌɪŋ,alien detained in custody pending deportation,,,Ös.,0,"Abschiebehäftling, Ausschaffungshäftling"
Ausschaffungshäftling,ˈaʊsʃˌafʊŋshˌɛftlɪŋ,alien detained in custody pending deportation,,,Schw.,0,"Abschiebehäftling, Schubhäftling"
Abschiebeschutz,ˈapʃˌiːbɛʃˌʊts,deportation protection,,,adm.,0,
Abschiebeverbot,ˈapʃˌiːbeːfɜbˌoːt,deportation ban,,,adm.,0,
Schubhaftzentrum,ʃˈʊphaftsˌɛntɾʊm,immigration removal centre,,,"adm., Br., Ös.",0,Abschiebezentrum
Abschiebung,ˈapʃˌiːbʊŋ,"deportation , removal",,,"Dt., Ös.",1,"Ausschaffung, Rückweisung"
Ausschaffung,ˈaʊsʃˌafʊŋ,"deportation , removal",,,Schw.,0,"Rückweisung, Abschiebung"
Rückweisung,rˈykvaɪzˌʊŋ,"deportation , removal",,,"adm., Schw.",0,"Ausschaffung, Abschiebung"
Abschiebeanordnung,ˈapʃˌiːbeːˌɑnɔɾdnˌʊŋ,"deportation order , removal order",,,adm.,0,Abschiebungsanordnung
Auseinandergehen,ˌaʊzaɪnˈandɜɡˌeːən,parting,,,soc.,0,Abschied
Abschiedlichkeit,ˈapʃˌiːtlɪçkˌaɪt,"readiness to depart , abschiedlichkeit",,,phil.,0,
Bester eines Abschlussjahrgangs und letzter Redner auf der Abschlussfeier,bˈɛstɜ ˌaɪnəs ˈapʃlˌʊsjɑːɾɡˌaŋs ʊnt lˈɛtstɜ rˈeːdnɜ aʊf dɛɾ ˈapʃlʊsfˌaɪɜ,"valedictorian  , valedictory speaker",,,"Am., stud., school",0,
Abschiedsspiel,ˈapʃˌiːtspiːl,"testimonial match , testimonial game , testimonial",,,sport,0,
Abschieferung,ˈapʃˌiːfərˌʊŋ,exfoliation,,,geol.,0,
Abschirmblech,ˈapʃˌɪɾmblɛç,baffle,,,techn.,0,
Abschirmhalterung,ˈapʃɪɾmhˌaltərˌʊŋ,shield latch,,,electr.,1,
Entstörschlauch,ɛntʃtˈœɾʃlaʊx,screening tube,,,electr.,0,Abschirmschlauch
Schirmung,ʃˈɪɾmʊŋ,"shielding , screening",,,"phys., electr.",0,"Abschirmen, Abschirmung"
Entschlackung,ɛntʃlˈakʊŋ,"removing slag , slagging",,,techn.,0,"Abschlacken, Entschlacken, Abschlackung"
Disagio,dˈiːzɑːɡˌɪoː,discount,,,fin.,0,"Rabatt, Preisabschlag, Skonto"
Abschlag,ˈapʃlˌɑːk,tee shot,,,sport,0,
Abwinden,ˈapvˌɪndən,backing-off motion,,,textil.,0,Abschlagen
Abschlagen des verlorenen Kopfes,ˈapʃlˌɑːɡən dɛs fɛɾlˈoːrənən kˈɔpfəs,topping,,,techn.,0,
Abschlagkamm,ˈapʃlˌakkam,"knocking-over bit , knockover bit",,,textil.,0,"Abschlagplatine, Abschlagbarre"
Abschlagplatz,ˈapʃlˌakplats,teeing ground,,,sport,0,
erste Teilzahlung,ˈeːɾstə tˈaɪltsɑːlˌʊŋ,"first part payment , first partial payment",,,fin.,0,Abschlagszahlung
Abschlagsmarkierungen,ˈapʃlˌaksmaɾkˌiːrʊŋən,tee markers,,,sport,0,
Abschlagtafel,ˈapʃlˌaktafəl,tee board,,,sport,0,
Abschlagzeit,ˈapʃlˌaktsaɪt,tee time,,,sport,0,
Stromklassierung,ʃtɾˌɔmklasˈiːrʊŋ,"hydraulic classification , elutriation",,,"min., chem., techn.",0,"Abschlämmen, Gegenstromzentrifugation"
Abschlämm-Entsalzen,ˈapʃlˌɛm ɛntzˈaltsən,blow-down demineralization,,,chem.,0,
Abschlämmleitung,ˈapʃlˌɛmlaɪtˌʊŋ,blowdown pipe,,,techn.,0,
Kolluvium,kɔlˈuːviːˌʊm,"eroded material , colluvium",,,geol.,0,Abschlämmmasse
Abschlämmung,ˈapʃlˌɛmʊŋ,blowdown,,,techn.,0,
Schlammausblaseventil,ʃlˌamaʊsblˌɑzeːvəntˈiːl,"blow-down valve , blowdown valve",,,techn.,0,Abschlämmventil
Abschleppdienst,ˈapʃlˌɛpdiːnst,"breakdown recovery service , wrecking service , towing service , tow service",,,"auto, Am.",0,
Abschleppen,ˈapʃlˌɛpən,"tow , towage , towing",,,auto,0,
Abschleppseil,ˈapʃlˌɛpzaɪl,"tow rope , towing rope",,,auto,0,
Abschleppunternehmen,ˈapʃlˌɛpʊntɜnˌeːmən,"towing company   , wrecker company",,,"auto, Br., Am.",0,Abschleppfirma
Schleppstange,ʃlˈɛpstaŋə,tow bar,,,auto,0,Abschleppstange
Abschleppzone,ˈapʃlɛptsˌoːnə,tow-away zone,,,"adm., auto",0,
Abschliff,ˈapʃlˌɪf,stock removal,,,techn.,0,
Schlussbouquet,ʃlˈʊsbuːkvət,"spectacular conclusion, spectacular finale",,,Schw.,0,"fulminanter Schlusspunkt, grandioses Finale"
Abschlussglied,ˈapʃlˌʊsɡliːt,termination,,,telco.,0,"Abschluss, Ausgang"
zum Abschluss bringen,tsʊm ˈapʃlˌʊs bɾˈɪŋən,clinch,,verb,einen Handel,0,"besiegeln, perfekt machen"
Abschluss,ˈapʃlˌʊs,finishing,,,sport,0,
Studienabschluss,ʃtˈuːdiːnˌapʃlʊs,"university graduation , graduation",,,stud.,1,Abschluss des Studiums
Abschlussadressaten des Jahresabschlusses,ˈapʃlˌʊsadɾɛsˌɑːtən dɛs jˈɑːreːzˌapʃlʊsəs,users of the annual accounts / financial statements,,,"adm., econ.",0,
Examensarbeit,ˈɛksamˌɛnzaɾbˌaɪt,final paper,,,stud.,0,Abschlussarbeit
Abschlußbesprechung,ˈapʃlˌʊsbɛʃpɾˌɛçʊŋ,final meeting,,,alt,0,Abschlussbesprechung
Abschlußfeier,ˈapʃlʊsfˌaɪɜ,"final ceremony , closing ceremony",,,alt,0,Abschlussfeier
Abschlussgewebe,ˈapʃlˌʊsɡeːvˌeːbə,dermal tissue,,,bot.,0,
Abschlussimmittanz,ˈapʃlˌʊsɪmmˌɪtants,terminating immittance,,,electr.,0,
Abschlussimpedanz,ˈapʃlˌʊsɪmpˌeːdants,terminating impedance,,,electr.,0,
Abschlussjahrgang,ˈapʃlˌʊsjɑːɾɡˌaŋ,"final year group   , graduating year group   , final year class   , graduating class",,,"Br., Am., stud.",0,
Abschlusskabel,ˈapʃlʊskˌɑːbəl,terminal cable,,,telco.,0,
Examensarbeit,ˈɛksamˌɛnzaɾbˌaɪt,final written exam,,,Dt.,0,"schriftliche Abschlussprüfung, Abschlussklausur, Examen"
Examen,ˈɛksɑːmən,final written exam,,,Dt.,1,"schriftliche Abschlussprüfung, Abschlussklausur, Examensarbeit"
Abschlussleiste für Dachdraht,ˈapʃlˌʊslaɪstə fyːɾ dˈaxdɾɑːt,angle end for top wire,,,agr.,0,
Abschlussleiste,ˈapʃlˌʊslaɪstə,"dado rail , dado",,,obere,0,
Abschlussmutter,ˈapʃlˌʊsmʊtɜ,head lock nut,,,techn.,0,
Abschlussorgan,ˈapʃlˌʊsɔɾɡˌɑːn,orifice,,,techn.,0,
Abschlusspolitur,ˈapʃlˌʊspoːliːtˌuːɾ,polishing finish,,,art,0,
Abschlußort,ˈapʃlˌuːsɔɾt,place of signature,,,alt,0,Abschlussort
Abschlussprämie,ˈapʃlˌʊspɾɛːmˌiː,"final bonus , sales premium",,,econ.,0,
Abschlußpreis,ˈapʃlˌʊspɾaɪs,contract price,,,"alt, econ.",0,Abschlusspreis
Abschlussprovision,ˈapʃlˌʊspɾoːviːzjˌoːn,acquisition commission,,,fin.,1,
Abschlussprovision,ˈapʃlˌʊspɾoːviːzjˌoːn,"sales commission , new business commission",,,"fin., econ.",0,
Abschlußprozedur,ˈapʃlˌʊspɾoːtseːdˌuːɾ,close procedure,,,alt,0,Abschlussprozedur
Abschlussprüfung,ˈapʃlˌʊspɾyːfˌʊŋ,"final examination , final exam , degree examination , final , finals , graduation",,,"Am., stud., school",0,
jährliche Abschlussprüfung,jˈɛːɾlɪçə ˈapʃlˌʊspɾyːfˌʊŋ,audit of annual accounts,,,econ.,0,
hohe Abschlusszahlung,hˈoːə ˈapʃlˌʊstsɑːlˌʊŋ,balloon payment,,,fin.,0,"Schlussrate, Abschlussrate"
Abschlussrechnung,ˈapʃlˌʊsrɛçnˌʊŋ,accounting report,,,"adm., fin.",0,
Kauf-,Verkaufsabrechnung,"broker's contract note , contract note",,,"adm., fin.",1,"Schlussschein, Abschlussrechnung, Ausführungsanzeige"
Abschlußschaltung,ˈapʃlˌʊsʃaltˌʊŋ,terminator circuit,,,alt,0,Abschlussschaltung
Abschlussscheibe,ˈapʃlˌʊsʃaɪbə,closure lid,,,techn.,0,
Abschlussschirm,ˈapʃlˌʊsʃɪɾm,end hat,,,electr.,0,
Abschlussstein,ˈapʃlˌʊsʃtaɪn,tuck stone,,,techn.,0,
Abschlußtest,ˈapʃlˌʊstəst,final test,,,alt,0,Abschlusstest
Abschlußtraining,ˈapʃlˌʊstɾɛnˌɪŋ,final training,,,"sport, alt",0,Abschlusstraining
Abschlussübertrager,ˈapʃlˌʊsyːbɜtɾˌɑːɡɜ,terminal transformer,,,electr.,0,
Abschlusswiderstand,ˈapʃlˌʊsviːdɜstˌant,"termination , terminator",,,electr.,0,
Abschlußzeugnis,ˈapʃlˌʊstsɔøɡnˌɪs,"leaving certificate , final grade certificate , leaving cert results , final degree",,,"alt, stud., school",0,Abschlusszeugnis
Abschlusszeugnis,ˈapʃlˌʊstsɔøɡnˌɪs,diploma,,,"Am., stud., school",0,
Abschmelzelektrode,ˈapʃmˌɛltsəlˌɛktɾoːdə,"consumable electrode , fusible electrode",,,techn.,0,
Ablationsgebiet,ˈaplˌatsjˌoːnsɡeːbˌiːt,"ablation area , ablation zone",,,geogr.,0,"Zehrgebiet, Abschmelzgebiet"
Stanley-Messer,ʃtˈanlaɪ mˈɛsɜ,"utility knife , Stanley knife   , Japanese knife , carpet cutter , box cutter , cutter",,,"tm, Ös.",1,"Japanmesser, Teppichmesser, Abbrechklingenmesser"
Absperrventil,ˈapʃpˌɛɾvəntˌiːl,isolating valve,,,techn.,0,Abschnittsventil
Abschnürspannung,ˈapʃnˌyɾʃpanˌʊŋ,pinch-off voltage,,,electr.,0,
Anbindung,ˈanbˌɪndʊŋ,"cording , tying-up , tying",,,textil.,0,"Anschnürung, Abschnürung"
Abschöpfung der Kaufkraft,ˈapʃˌœpfʊŋ dɛɾ kˈaʊfkɾaft,absorption of buying power,,,econ.,0,
Abschöpfen (eines Grönlandwals) bei der Nahrungsaufnahme,ˈapʃˌœpfən ˌaɪnəs ɡɾˈœnlandvˌɑːls baɪ dɛɾ nˈɑːrʊŋsˌaʊfnɑːmə,skimming (of a bowhead whale) during feeding,,,zool.,0,
Abschöpfungspreispolitik,ˈapʃˌœpfʊŋʃpɾˌaɪspoːliːtˌiːk,skimming pricing,,,econ.,0,
Abschraubmoment,ˈapʃrˌaʊbmoːmˌɛnt,"unscrewing torque , loosening torque",,,techn.,0,
Drehen einer Fase,dɾˈeːən ˌaɪnɜ fˈɑːzə,chamfering,,,techn.,0,"Anfasen, Abschrägen"
Abschreckanlage,ˈapʃrˌɛkanlˌɑːɡə,quenching equipment,,,techn.,0,
Restaustenit,rˌɛstaʊsteːnˈɪt,retained austenite,,,techn.,0,Abschreckaustenit
Abschreckdauer,ˈapʃrˌɛkdaʊɜ,quenching time,,,techn.,0,
Abschreckung,ˈapʃrˌɛkʊŋ,quenching,,,techn.,0,Abschrecken
Abschreckmittel,ˈapʃrˌɛkmɪtəl,quenchant,,,techn.,0,
Kokille,kˈoːkɪlə,"chill plate , chill",,,techn.,0,Abschreckplatte
konventionelle Abschreckung,kɔnvɛntsjˌoːnˈɛlə ˈapʃrˌɛkʊŋ,conventional deterrence,,,"pol., mil.",0,
Abschreckungspotential,ˈapʃrˌɛkʊŋspˌoːtɛntiːˌɑːl,deterrent potential,,,alt,0,Abschreckungspotenzial
Waffenarsenal zur Abschreckung,vˌafənˌaɾzənˈɑːl tsuːɾ ˈapʃrˌɛkʊŋ,"deterrent weapons, deterrent force, deterrent",,,mil.,0,Abschreckungswaffen
Kompilator,kɔmpiːlˈɑtoːɾ,compiler,,,"sci., geh., pej.",0,Abschreiber
Abschreibung,ˈapʃrˌaɪbʊŋ,"allowance for depreciation , depreciation allowance , depreciation deduction , depreciation",,,steuerliche,7,"Absetzung, Steuerabschreibung, Anlageabschreibung"
Steuerabschreibung,ʃtˈɔøeːrapʃrˌaɪbʊŋ,"allowance for depreciation , depreciation allowance , depreciation deduction , depreciation",,,jährliche,0,"Absetzung, Abschreibung, Anlageabschreibung"
Absetzung,ˈapzɛtsˌʊŋ,"allowance for depreciation , depreciation allowance , depreciation deduction , depreciation",,,"Dt., fin., econ.",6,"Abschreibung, Steuerabschreibung, Anlageabschreibung"
Abschreibung,ˈapʃrˌaɪbʊŋ,amount written off,,,fin.,0,
Abschreibungsaufwand,ˈapʃrˌaɪbʊŋzˌaʊfvant,depreciation expense,,,"adm., econ.",0,
steuerliche Abschreibungsmöglichkeit,ʃtˈɔøɜlˌɪçə ˈapʃrˌaɪbʊŋsmˌøːklɪçkˌaɪt,possibility of setting off items against taxable income,,,fin.,0,
steuerliche Abschreibungsmöglichkeit,ʃtˈɔøɜlˌɪçə ˈapʃrˌaɪbʊŋsmˌøːklɪçkˌaɪt,"possibility for depreciation , depreciation allowance",,,"Br., fin.",0,
Abschreibungsrate,ˈapʃrˌaɪbʊŋsrˌɑːtə,"depreciation rate , amortization rate   , amortisation rate",,,"Br., fin., eAm.",0,
Abschreibungsdauer,ˈapʃrˌaɪbʊŋsdˌaʊɜ,"amortization period , amortisation period",,,"Br., fin.",0,"Abschreibungsperiode, Abschreibungszeitraum"
Abschreibungsdauer,ˈapʃrˌaɪbʊŋsdˌaʊɜ,"period of depreciation , depreciation period",,,fin.,0,"Abschreibungsperiode, Abschreibungszeitraum"
Exemplar,ˌɛksɛmplˈɑːɾ,copy,,,adm.,0,"Abschrift, Gleichschrift"
beglaubigte Abschrift eines Gerichtsprotokolls,bəɡlˈaʊbɪçtə ˈapʃrˌɪft ˌaɪnəs ɡərˈɪçtʃpɾoːtˌoːkɔls,estreat,,,"Br., jur.",0,
eine Abschrift beglaubigen,ˌaɪnə ˈapʃrˌɪft bəɡlˈaʊbɪɡən,"certify , attest , exemplify a copy",,verb,adm.,0,
Desquamation,dˌɛskvamatsjˈoːn,desquamation,,,geol.,0,Abschuppung
Abschuss,ˈapʃˌʊs,kill,,,"coll., mil.",0,
Abfeuern,ˈapfˌɔøɜn,"firing , discharge",,,"mil., formal",0,"Abschuss, Abschießen"
Herunterholen,hɛrˈʊntɜhˌoːlən,"shooting-down , bringing-down , downing",,,"mil., ugs.",0,"Abschuss, Abschießen"
Abschussrampe,ˈapʃˌʊsrampə,launcher,,,"kleine, mil.",0,
Abschussrohr,ˈapʃˌʊsroːɾ,launching tube,,,mil.,0,
Schürfwunde,ʃˈyɾfvʊndə,"abrasion , excoriation",,,med.,0,"Abschürfung, Hautabschürfung"
Abschüssigkeit,ˈapʃˌysɪçkˌaɪt,"declivity , precipitousness",,,geogr.,0,
Abschwächer,ˈapʃvˌɛçɜ,reducer,,,photo.,0,
Abschwächungsaussichten,ˈapʃvˌɛçʊŋsˌaʊsɪçtən,downside potential,,,fin.,0,
Abschwächungslösung,ˈapʃvˌɛçʊŋslˌøːzʊŋ,reducer solution,,,photo.,0,
Exkurs,ɛkskˈuːɾs,"digression , excursus",,,geh.,1,"Abschweifung, Abstecher"
Abschwemmen und Auflanden an anderer Stelle,ˈapʃvˌɛmən ʊnt ˈaʊflˌandən an ˈandərɜ ʃtˈɛlə,avulsion,,,geol.,0,Abschwemmung durch Strömung
Abschwung,ˈapʃvˌʊŋ,"downswing , downturn",,,econ.,1,
Abscisinsäure,ˈapskˌiːzɪnzˌɔørə,"abscissic acid ABA,  /ˈɑbɑː/",,,biochem.,0,
